name,company,year,Price,kms_driven,fuel_type,age,company_encoded,name_encoded,fuel_type_encoded
Maruti Suzuki Swift VDi BS IV,Maruti,2012,280000.0,48006,Diesel,12,19,309,0
Maruti Suzuki Swift VDi BS IV,Maruti,2012,280000.0,48006,Diesel,12,19,309,0
Maruti Suzuki Swift,Maruti,2012,280000.0,48006,Diesel,12,19,291,0
very good condition tata bolts are av,very,2015,200000.0,0,,9,44,491,3
Toyota Innova 2.0 G4,Toyota,2012,600000.0,80000,Diesel,12,31,457,0
Maruti Suzuki Swift VDi ABS,Maruti,2010,190000.0,74000,Diesel,14,19,308,0
Hyundai Elite i20 Asta 1.2,Hyundai,2015,500000.0,22000,Petrol,9,12,115,2
Mahindra XUV500 W10,Mahindra,2016,1065000.0,41000,Diesel,8,18,221,0
Volkswagen Polo Trendline 1.5L D,Volkswagen,2015,350000.0,25000,Diesel,9,34,475,0
Toyota Etios Liva Diesel,Toyota,2012,350000.0,85000,Diesel,12,31,450,0
Mahindra TUV300 T4 Plus,Mahindra,2016,540000.0,29500,Diesel,8,18,217,0
Hyundai Elite i20 Asta 1.2,Hyundai,2015,470000.0,30000,Petrol,9,12,115,2
Hyundai Santro Xing GLS,Hyundai,2014,179000.0,57000,Petrol,10,12,142,2
Maruti Suzuki Ciaz ZXi Plus RS,Maruti,2016,650000.0,50000,Petrol,8,19,256,2
Hyundai Eon Era Plus,Hyundai,2013,190000.0,39700,Petrol,11,12,121,2
Hyundai Elantra 1.8 S,Hyundai,2012,500000.0,65000,Petrol,12,12,112,2
Maruti Suzuki Swift VDi,Maruti,2010,270000.0,67000,Diesel,14,19,307,0
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008,125000.0,46000,Petrol,16,19,333,2
Hyundai Eon Era Plus,Hyundai,2012,188000.0,38000,Petrol,12,12,121,2
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2016,380000.0,27000,Petrol,8,12,134,2
Hyundai Verna Fluidic New,Hyundai,2011,365000.0,43000,Diesel,13,12,156,0
Ford EcoSport Trend 1.5L Ti VCT,Ford,2014,465000.0,47000,Petrol,10,9,59,2
Hyundai i20 Magna,Hyundai,2011,240000.0,42000,Petrol,13,12,174,2
Chevrolet Beat Diesel,Chevrolet,2016,179999.0,19336,Diesel,8,4,19,0
Tata Indica eV2 LS,Tata,2015,140000.0,60105,Diesel,9,30,396,0
Jaguar XF 2.2 Diesel Luxury,Jaguar,2013,2190000.0,29000,Diesel,11,14,182,0
Audi Q5 2.0 TDI quattro Premium Plus,Audi,2014,2390000.0,34000,Diesel,10,2,8,0
BMW 3 Series 320d Sedan,BMW,2011,1075000.0,35000,Diesel,13,3,10,0
Maruti Suzuki Swift ZXi 1.2 BS IV,Maruti,2015,475000.0,22000,Petrol,9,19,314,2
BMW X1 sDrive20d,BMW,2012,1025000.0,41000,Diesel,12,3,16,0
Maruti Suzuki S Cross Sigma 1.3,Maruti,2016,615000.0,21000,Diesel,8,19,286,0
Maruti Suzuki Ertiga LDi,Maruti,2013,475000.0,48000,Diesel,11,19,264,0
Maruti Suzuki Alto K10 VXi AMT,Maruti,2016,270000.0,38000,Petrol,8,19,244,2
Honda City SV,Honda,2014,475000.0,34000,Diesel,10,11,92,0
Volkswagen Vento Comfortline Petrol,Volkswagen,2011,240000.0,45933,Petrol,13,34,477,2
Honda City 1.5 EXi New,Honda,2005,120000.0,68000,Petrol,19,11,87,2
Audi A4 2.0 TDI 177bhp Premium,Audi,2016,1900000.0,44000,Diesel,8,2,4,0
Mahindra KUV100,Mahindra,2017,360000.0,35000,Diesel,7,18,193,0
Tata Zest XE 75 PS Diesel,Tata,2018,450000.0,102563,Diesel,6,30,431,0
Mahindra XUV500 W8,Mahindra,2015,900000.0,28600,Diesel,9,18,223,0
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2017,650000.0,41800,Diesel,7,19,296,0
Tata Sumo Gold LX BS IV,Tata,2014,275000.0,116000,Diesel,10,30,419,0
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009,210000.0,59000,Petrol,15,19,299,2
Mahindra Scorpio 2.6 SLX,Mahindra,2004,175000.0,58000,Diesel,20,18,202,0
Maruti Suzuki Omni 8 STR BS III,Maruti,2009,85000.0,45000,Petrol,15,19,275,2
Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,1490000.0,42590,Diesel,9,22,349,0
Renault Duster,Renault,2014,800000.0,7400,Diesel,10,24,356,0
Volkswagen Jetta Comfortline 1.9 TDI AT,Volkswagen,2009,450000.0,54500,Diesel,15,34,468,0
Maruti Suzuki Ertiga Vxi,Maruti,2012,1000000.0,200000,Diesel,12,19,266,0
Audi A4 2.0 TDI 177bhp Premium,Audi,2013,1510000.0,27000,Diesel,11,2,4,0
Volvo S80 Summum D4,Volvo,2015,1850000.0,42000,Diesel,9,35,480,0
Toyota Corolla Altis VL AT Petrol,Toyota,2014,790000.0,29000,Petrol,10,31,444,2
Mitsubishi Pajero Sport 2.5 AT,Mitsubishi,2015,1725000.0,37000,Diesel,9,22,348,0
Chevrolet Beat LT Petrol,Chevrolet,2012,135000.0,36000,Petrol,12,4,24,2
BMW X1,BMW,2011,1000000.0,34000,Diesel,13,3,15,0
Datsun Redi GO S,Datsun,2018,299999.0,7000,Petrol,6,6,46,2
Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes,2009,1225000.0,76000,Diesel,15,20,343,0
Mahindra Scorpio SLX,Mahindra,2004,175000.0,60000,Diesel,20,18,208,0
Volkswagen Vento Comfortline Diesel,Volkswagen,2011,200000.0,95000,Diesel,13,34,476,0
Tata Indigo CS GLS,Tata,2017,270000.0,50000,Diesel,7,30,399,0
Ford Figo Petrol Titanium,Ford,2019,525000.0,0,Petrol,5,9,68,2
Honda City ZX GXi,Honda,2006,180000.0,50000,Petrol,18,11,97,2
Maruti Suzuki Wagon R Duo Lxi,Maruti,2008,140000.0,68000,Petrol,16,19,323,2
Ford EcoSport Trend 1.5L TDCi,Ford,2014,400000.0,16000,Petrol,10,9,58,2
Maruti Suzuki Swift Dzire VDi,Maruti,2016,499000.0,51000,Diesel,8,19,298,0
Maruti Suzuki Omni 8 STR BS III,Maruti,2009,85000.0,56000,Petrol,15,19,275,2
Maruti Suzuki Zen LX BSII,Maruti,2004,70000.0,100000,Petrol,20,19,334,2
Renault Duster RxL Petrol,Renault,2015,550000.0,36000,Petrol,9,24,365,2
Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2014,370000.0,11523,Petrol,10,19,312,2
Maruti Suzuki Baleno Zeta 1.2,Maruti,2018,690000.0,1000,Petrol,6,19,252,2
Honda WR V S MT Petrol,Honda,2009,250000.0,60000,Petrol,15,11,103,2
Tata Indigo CS eLX BS IV,Tata,2016,110000.0,85000,Diesel,8,30,402,0
Renault Duster 110 PS RxL Diesel,Renault,2013,490000.0,38600,Diesel,11,24,357,0
Mahindra Scorpio LX BS III,Mahindra,2009,320000.0,95500,Diesel,15,18,203,0
Maruti Suzuki Zen LXi BS III,Maruti,2004,68000.0,56000,Petrol,20,19,335,2
Maruti Suzuki Wagon R LXi BS III,Maruti,2014,130000.0,37458,Petrol,10,19,327,2
Maruti Suzuki SX4 Celebration Diesel,Maruti,2016,970000.0,85960,Diesel,8,19,288,0
Audi A3 Cabriolet 40 TFSI,Audi,2015,3100000.0,12516,Petrol,9,2,2,2
Hyundai Eon D Lite Plus,Hyundai,2018,280000.0,35000,Petrol,6,12,120,2
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2009,125000.0,0,Petrol,15,19,333,2
Mahindra Scorpio SLX,Mahindra,2008,285000.0,80000,Diesel,16,18,208,0
I want to sell my commercial car due t,I,2015,475000.0,0,,9,13,180,3
Hyundai Santro AE GLS Audio,Hyundai,2011,165000.0,45000,Petrol,13,12,139,2
i want sale my car.no emi....uber atta,i,2015,320000.0,0,,9,39,484,3
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,250000.0,51000,Diesel,15,19,296,0
Mahindra Scorpio S4,Mahindra,2015,865000.0,30000,Diesel,9,18,206,0
Tata ZEST 6 month old,Tata,2015,370000.0,0,,9,30,429,3
Mahindra Xylo D2 BS IV,Mahindra,2011,390000.0,48000,Diesel,13,18,226,0
Hyundai Santro,Hyundai,2003,60000.0,51000,Petrol,21,12,138,2
Chevrolet Beat LT Diesel,Chevrolet,2015,215000.0,90000,Diesel,9,4,22,0
Maruti Suzuki Swift Dzire VDi,Maruti,2015,475000.0,43000,Diesel,9,19,298,0
Mahindra XUV500 W8,Mahindra,2015,899000.0,53000,Diesel,9,18,223,0
Toyota Fortuner 3.0 4x4 MT,Toyota,2013,1499000.0,97000,Diesel,11,31,455,0
Maruti Suzuki Alto K10 VXi,Maruti,2013,240000.0,20000,Petrol,11,19,243,2
Hyundai Getz GLE,Hyundai,2007,99000.0,55000,Petrol,17,12,127,2
Maruti Suzuki Swift Dzire Tour LDi,Maruti,2014,260000.0,120000,Diesel,10,19,294,0
Hyundai Creta 1.6 SX,Hyundai,2019,1200000.0,0,Petrol,5,12,109,2
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,115000.0,46000,Petrol,17,12,143,2
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2009,88000.0,43200,Petrol,15,12,144,2
Mahindra Xylo D2 BS IV,Mahindra,2011,390000.0,56000,Diesel,13,18,226,0
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,135000.0,42000,Petrol,17,12,144,2
Tata Indica V2 DLS BS III,Tata,2009,90000.0,30600,Diesel,15,30,391,0
Hyundai i10 Sportz 1.2,Hyundai,2011,220000.0,38000,Petrol,13,12,166,2
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2017,424999.0,2550,Petrol,7,12,134,2
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,135000.0,47000,Petrol,17,12,143,2
Honda City 1.5 E MT,Honda,2005,95000.0,41000,Petrol,19,11,86,2
Nissan Micra XL,Nissan,2017,430000.0,62500,Diesel,7,23,350,0
Honda City 1.5 S Inspire,Honda,2005,115000.0,68000,Petrol,19,11,88,2
Maruti Suzuki Alto 800 Lxi,Maruti,2015,215000.0,50000,Petrol,9,19,238,2
Maruti Suzuki Wagon R LX BS III,Maruti,2004,53000.0,69000,Petrol,20,19,324,2
Maruti Suzuki Ertiga VDi,Maruti,2012,500000.0,48000,Diesel,12,19,265,0
Tata Indica eV2 eXeta eGLX,Tata,2012,85000.0,55000,Diesel,12,30,397,0
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2013,165000.0,25000,Petrol,11,19,276,2
Hyundai Eon Era Plus,Hyundai,2014,200000.0,28400,Petrol,10,12,121,2
Hyundai Eon,Hyundai,2014,200000.0,28000,Petrol,10,12,119,2
Maruti Suzuki Swift LDi,Maruti,2015,425000.0,42000,Diesel,9,19,304,0
MARUTI SUZUKI ERTIGA F,MARUTI,2015,650000.0,0,,9,17,186,3
Hyundai Verna 1.6 CRDI SX Plus AT,Hyundai,2012,600000.0,29000,Diesel,12,12,151,0
Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,2005,130000.0,68485,Diesel,19,4,38,0
Tata Tiago Revotron XM,Tata,2018,430000.0,3500,Petrol,6,30,424,2
Tata Tiago Revotorq XZ,Tata,2019,568500.0,0,Petrol,5,30,423,2
Maruti Suzuki Zen LXi BS III,Maruti,2006,71000.0,32000,Petrol,18,19,335,2
Mahindra KUV100 K8 D 6 STR,Mahindra,2018,560000.0,8000,Diesel,6,18,195,0
Ford EcoSport Titanium 1.5 TDCi,Ford,2014,590000.0,34000,Diesel,10,9,55,0
Hindustan Motors Ambassador Classic Mark 4 – Befo,Hindustan,1995,750000.0,37000,Petrol,29,10,73,2
Ford Fusion 1.4 TDCi Diesel,Ford,2007,125000.0,85455,Diesel,17,9,69,0
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,135000.0,46000,Petrol,17,12,143,2
Hyundai Santro,Hyundai,2002,60000.0,47000,Petrol,22,12,138,2
Fiat Linea Emotion 1.4 L T Jet Petrol,Fiat,2009,120000.0,64000,Petrol,15,7,48,2
Ford Ikon 1.3 Flair Josh 100,Ford,2008,95000.0,46000,Petrol,16,9,70,2
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2017,240000.0,8000,Petrol,7,19,276,2
Tata Indica V2 LS,Tata,2012,115000.0,64000,Diesel,12,30,393,0
Mahindra Scorpio S4,Mahindra,2015,795000.0,63000,Diesel,9,18,206,0
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,55000.0,65000,Petrol,17,12,144,2
Mahindra Xylo D2,Mahindra,2009,300000.0,62000,Diesel,15,18,225,0
Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2014,320000.0,41000,Petrol,10,12,132,2
Maruti Suzuki Alto 800 Lxi,Maruti,2015,265000.0,14000,Petrol,9,19,238,2
Toyota Corolla,Toyota,2006,160000.0,40000,Petrol,18,31,437,2
Hyundai Eon Magna,Hyundai,2017,300000.0,1600,Petrol,7,12,122,2
Tata Sumo Grande MKII GX,Tata,2010,130000.0,90000,Diesel,14,30,421,0
Maruti Suzuki Swift VDi,Maruti,2011,250000.0,58000,Diesel,13,19,307,0
Volkswagen Polo Highline1.2L P,Volkswagen,2013,380000.0,27000,Petrol,11,34,474,2
Tata Tiago Revotron XZ,Tata,2017,400000.0,31000,Petrol,7,30,425,2
Maruti Suzuki Swift LDi,Maruti,2009,120000.0,90000,Diesel,15,19,304,0
Maruti Suzuki Swift VDi,Maruti,2009,120000.0,90000,Diesel,15,19,307,0
Tata Indigo eCS,Tata,2016,130000.0,150000,Diesel,8,30,406,0
Chevrolet Beat LS Diesel,Chevrolet,2014,189000.0,31000,Diesel,10,4,20,0
2012 Tata Sumo Gold f,2012,2015,250000.0,0,,9,0,0,3
Mahindra Xylo E8 BS IV,Mahindra,2011,365000.0,43000,Diesel,13,18,229,0
Hyundai Eon D Lite Plus,Hyundai,2013,170000.0,20000,Petrol,11,12,120,2
Well mentained Tata Sumo,Well,2015,380000.0,0,,9,36,481,3
all paper updated tata indica v2 and u,all,2015,145000.0,0,,9,38,483,3
Maruti Ertiga showroom condition with,Maruti,2015,480000.0,0,,9,19,231,3
scratch less Tata I,scratch,2015,140000.0,0,,9,40,485,3
Maruti Suzuki swift dzire for sale in,Maruti,2015,360000.0,0,,9,19,338,3
Commercial Chevrolet beat for sale in,Commercial,2015,180000.0,0,,9,5,42,3
urgent sell my Mahindra qu,urgent,2015,350000.0,0,,9,43,490,3
Tata Sumo Gold FX BSIII,Tata,2013,215000.0,100000,Petrol,11,30,418,2
sell my car Maruti Suzuki Swif,sell,2015,300000.0,0,,9,41,486,3
Maruti Suzuki Swift Dzire good car fo,Maruti,2015,310000.0,0,,9,19,302,3
urgent sale Ta,urgent,2015,220000.0,0,,9,43,489,3
Maruti Suzuki Alto vxi t,Maruti,2015,95000.0,0,,9,19,249,3
TATA INDI,TATA,2015,110000.0,0,,9,28,385,3
Tata Nano,Tata,2013,60000.0,7000,Petrol,11,30,415,2
Hyundai Elite i20,Hyundai,2017,599999.0,31000,Petrol,7,12,114,2
Hyundai i10 Magna 1.2 Kappa2,Hyundai,2009,400000.0,33000,Petrol,15,12,164,2
Hyundai Creta,Hyundai,2016,900000.0,60000,Diesel,8,12,108,0
Volkswagen Polo,Volkswagen,2013,299999.0,48000,Diesel,11,34,471,0
Maruti Suzuki Dzire,Maruti,2014,374999.0,33000,Petrol,10,19,257,2
Tata Bolt XM Petrol,Tata,2015,600000.0,15000,Petrol,9,30,388,2
Maruti Suzuki Alto 800 Lx,Maruti,2005,70000.0,47000,Petrol,19,19,237,2
Maruti Suzuki Alto,Maruti,2005,100000.0,40000,Petrol,19,19,234,2
Maruti Suzuki Ritz,Maruti,2010,150000.0,38000,Diesel,14,19,280,0
Maruti Suzuki Alto 800 Lxi,Maruti,2017,225000.0,12500,Petrol,7,19,238,2
Maruti Suzuki Dzire,Maruti,2009,210000.0,42000,Petrol,15,19,257,2
Hyundai i20 Asta,Hyundai,2014,425000.0,31000,Petrol,10,12,171,2
Maruti Suzuki Swift Select Variant,Maruti,2008,162000.0,60000,Diesel,16,19,306,0
Tata Indica V2 DLX BS III,Tata,2005,60000.0,80000,Diesel,19,30,392,0
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014,650000.0,77000,Diesel,10,18,210,0
Toyota Innova 2.5 E 8 STR,Toyota,2012,750000.0,75000,Diesel,12,31,458,0
Mahindra Xylo E8,Mahindra,2010,375000.0,40000,Diesel,14,18,228,0
Hyundai i20 Magna 1.2,Hyundai,2011,230000.0,47000,Petrol,13,12,175,2
Mahindra KUV100,Mahindra,2016,380000.0,26500,Petrol,8,18,193,2
Mahindra KUV100 K8 6 STR,Mahindra,2019,560000.0,2875,Petrol,5,18,194,2
Datsun Go Plus,Datsun,2016,285000.0,13900,Petrol,8,6,44,2
Ford Endeavor 4x4 Thunder Plus,Ford,2019,2900000.0,9000,Diesel,5,9,60,0
Hyundai Santro Xing GL,Hyundai,2006,85000.0,60000,Petrol,18,12,141,2
Maruti Suzuki Wagon R 1.0 VXi,Maruti,2016,395000.0,20000,Petrol,8,19,321,2
Maruti Suzuki Swift Select Variant,Maruti,2008,175000.0,58000,Diesel,16,19,306,0
Maruti Suzuki Alto 800 Lx,Maruti,2019,400000.0,1500,Petrol,5,19,237,2
Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,2011,750000.0,75000,Diesel,13,31,463,0
Any type car avaiabel hare...comercica,Any,2015,170000.0,0,,9,1,1,3
Maruti Suzuki Alto 800,Maruti,2016,250000.0,2450,Petrol,8,19,235,2
Maruti Suzuki Alto AX,Maruti,2019,425000.0,1625,Petrol,5,19,240,2
Volkswagen Polo Highline1.2L P,Volkswagen,2017,525000.0,45000,Petrol,7,34,474,2
Mahindra Logan,Mahindra,2009,130000.0,65000,Diesel,15,18,196,0
Mahindra Scorpio,Mahindra,2011,475000.0,60123,Diesel,13,18,200,0
Chevrolet Sail 1.2 LS,Chevrolet,2013,300000.0,28000,Petrol,11,4,30,2
Hyundai Santro AE GLS Audio,Hyundai,2003,60000.0,70000,Petrol,21,12,139,2
Maruti Suzuki Wagon R VXi Minor,Maruti,2006,100000.0,7000,Petrol,18,19,331,2
Hyundai Eon,Hyundai,2018,260000.0,25000,Petrol,6,12,119,2
Tata Manza,Tata,2015,100000.0,100000,Diesel,9,30,411,0
Toyota Etios G,Toyota,2013,265000.0,42000,Petrol,11,31,447,2
Hyundai Getz Prime 1.3 GLX,Hyundai,2009,115000.0,20000,Petrol,15,12,128,2
Toyota Qualis,Toyota,2003,180000.0,100000,Diesel,21,31,464,0
Tata Indica eV2 LS,Tata,2016,50500.0,91200,Diesel,8,30,396,0
Honda City 1.5 S MT,Honda,2009,270000.0,55000,Petrol,15,11,89,2
Tata Zest XE 75 PS Diesel,Tata,2017,290000.0,120000,Diesel,7,30,431,0
Mahindra Quanto C4,Mahindra,2013,325000.0,63000,Diesel,11,18,198,0
Tata Indigo eCS LX CR4 BS IV,Tata,2016,160000.0,104000,Diesel,8,30,408,0
Maruti Suzuki Swift Dzire,Maruti,2016,350000.0,146000,Diesel,8,19,292,0
Hyundai Elite i20,Hyundai,2011,290000.0,40000,Petrol,13,12,114,2
Hyundai i20 Select Variant,Hyundai,2011,290000.0,40000,Petrol,13,12,177,2
Chevrolet Tavera Neo,Chevrolet,2007,465000.0,100800,Diesel,17,4,39,0
Maruti Suzuki Dzire,Maruti,2016,325000.0,150000,Diesel,8,19,257,0
Hyundai Elite i20,Hyundai,2018,510000.0,2100,Petrol,6,12,114,2
Honda City VX Petrol,Honda,2016,860000.0,95000,Petrol,8,11,94,2
Maruti Suzuki Dzire,Maruti,2016,450000.0,2500,Diesel,8,19,257,0
Hyundai Getz,Hyundai,2006,125000.0,80000,Petrol,18,12,126,2
Mercedes Benz C Class 200 K MT,Mercedes,2006,500001.0,15000,Petrol,18,20,342,2
Maruti Suzuki Alto LXi BS III,Maruti,2005,95000.0,65000,Petrol,19,19,247,2
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,250000.0,51000,Diesel,15,19,296,0
Skoda Fabia,Skoda,2009,110000.0,45000,Petrol,15,26,375,2
Maruti Suzuki Ritz VXI ABS,Maruti,2011,270000.0,50000,Petrol,13,19,285,2
tata zest 2017 f,tata,2015,450000.0,0,,9,42,488,3
Tata Indica V2 DLE BS III,Tata,2009,110000.0,30000,Diesel,15,30,390,0
Toyota Corolla Altis,Toyota,2009,300000.0,132000,Petrol,15,31,438,2
Ta,Tara,2015,310000.0,0,,9,29,386,3
Tata Zest XM Diesel,Tata,2018,260000.0,27000,Diesel,6,30,432,0
Mahindra Quanto C8,Mahindra,2013,390000.0,40000,Diesel,11,18,199,0
Honda Amaze 1.2 E i VTEC,Honda,2014,180000.0,0,,10,11,76,3
Chevrolet Sail 1.2 LT ABS,Chevrolet,2014,160000.0,0,,10,4,31,3
